,Rolling Net Production ,,,,,,,,,,,,
Date ,APLNG 30 Day Rolling  Production ,APLNG LNG Pipeline 30 Day Rolling ,APLNG Net Flows ,QCLNG 30 Day Rolling Production ,QCLNG LNG Pipeline 30 Day Rolling ,QCLNG Net Flows ,GLNG 30 Day Rolling Production,30 Day Rolling  ,GLNG Net Flows ,,,,
6/8/17,1461.4,1620.6,-159.1,1569.6,927.0,642.6,552.8,679.3,-126.5,,,,
7/8/17,1457.8,1618.0,-160.1,1569.9,914.8,655.1,551.0,681.5,-130.5,,,,
8/8/17,1454.7,1615.0,-160.3,1570.2,911.1,659.1,548.5,680.7,-132.2,,,,
9/8/17,1451.2,1612.3,-161.1,1569.4,909.0,660.4,545.7,681.3,-135.7,,,,
10/8/17,1447.3,1607.6,-160.3,1568.3,909.0,659.3,542.6,678.2,-135.6,,,,
11/8/17,1444.0,1602.5,-158.5,1567.5,912.6,654.9,542.1,678.7,-136.6,,,,
12/8/17,1440.3,1596.3,-156.1,1567.5,917.8,649.6,541.8,680.8,-139.0,,,,
13/8/17,1437.5,1595.6,-158.1,1567.0,924.7,642.3,540.9,680.2,-139.2,,,,
14/8/17,1435.8,1592.4,-156.6,1565.9,920.6,645.3,538.6,680.1,-141.5,,,,
15/8/17,1435.1,1589.5,-154.4,1565.0,917.2,647.8,536.7,680.5,-143.8,,,,
16/8/17,1433.8,1583.9,-150.1,1563.8,917.5,646.3,534.0,681.2,-147.3,,,,
17/8/17,1432.7,1582.9,-150.2,1564.3,920.2,644.1,533.5,682.9,-149.5,,,,
18/8/17,1431.4,1574.4,-143.0,1564.6,922.2,642.4,533.0,691.1,-158.1,,,,
19/8/17,1428.7,1546.8,-118.1,1565.6,926.0,639.6,533.7,706.8,-173.1,,,,
20/8/17,1424.9,1518.8,-93.9,1566.3,938.2,628.1,535.1,715.5,-180.4,,,,
21/8/17,1419.8,1492.0,-72.2,1569.6,951.1,618.6,536.5,725.1,-188.6,,,,
22/8/17,1414.1,1464.6,-50.5,1571.1,965.6,605.6,537.4,734.0,-196.6,,,,
23/8/17,1408.2,1436.3,-28.1,1572.4,975.8,596.6,537.6,743.7,-206.1,,,,
24/8/17,1399.2,1408.3,-9.1,1573.4,988.1,585.3,537.7,752.8,-215.1,,,,
25/8/17,1390.1,1381.1,9.0,1576.6,1000.3,576.3,537.8,762.6,-224.8,,,,
26/8/17,1381.0,1354.5,26.5,1578.3,1013.2,565.1,537.9,775.5,-237.6,,,,
27/8/17,1373.5,1328.6,44.9,1580.6,1024.9,555.7,537.9,784.9,-247.0,,,,
28/8/17,1367.1,1304.5,62.6,1582.4,1035.3,547.1,537.7,791.5,-253.8,,,,
29/8/17,1361.1,1283.0,78.1,1583.7,1039.0,544.7,537.5,795.0,-257.5,,,,
30/8/17,1355.6,1259.5,96.2,1584.6,1046.9,537.7,537.3,797.4,-260.2,,,,
31/8/17,1352.4,1252.1,100.3,1585.8,1049.9,536.0,538.6,804.8,-266.2,,,,
1/9/17,1349.0,1245.8,103.2,1587.3,1047.0,540.3,539.4,808.2,-268.8,,,,
2/9/17,1349.1,1244.1,105.0,1604.2,1073.8,530.5,540.9,812.6,-271.8,,,,
3/9/17,1348.9,1241.2,107.6,1619.9,1091.5,528.4,542.6,818.2,-275.7,,,,
4/9/17,1348.9,1236.4,112.6,1619.7,1096.0,523.7,543.9,823.5,-279.6,,,,
5/9/17,1350.7,1238.2,112.5,1619.8,1097.8,522.0,545.4,829.1,-283.7,,,,
6/9/17,1354.3,1237.5,116.8,1620.3,1098.5,521.8,547.6,836.6,-288.9,,,,
7/9/17,1357.4,1236.5,120.9,1622.7,1091.8,530.9,550.8,848.4,-297.6,,,,
8/9/17,1360.3,1235.8,124.5,1627.4,1088.2,539.1,554.0,863.2,-309.1,,,,
9/9/17,1364.0,1237.1,126.9,1631.7,1095.2,536.6,557.4,871.5,-314.1,,,,
10/9/17,1367.7,1236.4,131.3,1636.6,1101.7,534.9,558.7,875.0,-316.2,,,,
11/9/17,1370.4,1231.5,138.9,1641.1,1106.5,534.5,559.4,876.4,-317.1,,,,
12/9/17,1370.3,1227.9,142.4,1645.5,1107.8,537.7,560.2,886.8,-326.5,,,,
13/9/17,1370.7,1229.5,141.1,1649.8,1108.2,541.6,562.2,896.2,-333.9,,,,
14/9/17,1368.9,1226.5,142.4,1654.6,1101.3,553.4,562.9,908.2,-345.3,,,,
15/9/17,1367.8,1226.6,141.2,1658.9,1092.1,566.8,565.4,924.1,-358.8,,,,
16/9/17,1366.7,1223.3,143.4,1661.9,1090.7,571.2,567.1,933.4,-366.3,,,,
17/9/17,1365.1,1226.1,139.0,1665.0,1093.2,571.8,568.6,938.9,-370.3,,,,
18/9/17,1365.3,1244.4,120.9,1667.8,1087.1,580.6,569.2,939.1,-369.9,,,,
19/9/17,1363.4,1256.1,107.3,1670.7,1079.6,591.2,569.0,936.5,-367.6,,,,
20/9/17,1363.0,1268.5,94.5,1672.0,1073.4,598.6,568.7,933.2,-364.5,,,,
21/9/17,1363.0,1281.7,81.3,1671.2,1070.7,600.5,569.2,931.0,-361.8,,,,
22/9/17,1363.4,1296.1,67.4,1671.4,1069.1,602.3,568.9,925.9,-357.0,,,,
23/9/17,1366.6,1310.2,56.4,1672.3,1066.3,606.1,568.9,925.4,-356.5,,,,
24/9/17,1369.9,1323.1,46.8,1674.1,1064.1,610.0,568.5,924.3,-355.8,,,,
25/9/17,1373.2,1336.8,36.4,1675.2,1062.9,612.3,568.1,922.7,-354.6,,,,
26/9/17,1376.5,1350.3,26.1,1676.2,1052.3,624.0,568.0,924.6,-356.5,,,,
27/9/17,1379.7,1364.8,14.9,1677.0,1036.4,640.5,568.0,931.0,-363.0,,,,
28/9/17,1381.0,1386.8,-5.8,1678.0,1032.9,645.1,567.9,935.9,-368.0,,,,
29/9/17,1383.9,1402.3,-18.4,1678.6,1031.8,646.8,567.8,934.9,-367.1,,,,
30/9/17,1386.3,1406.7,-20.4,1679.6,1036.2,643.4,567.7,937.6,-369.9,,,,
1/10/17,1390.8,1413.9,-23.2,1680.5,1046.1,634.4,568.5,938.8,-370.3,,,,
2/10/17,1392.2,1420.2,-28.0,1682.5,1049.1,633.4,568.8,938.3,-369.5,,,,
3/10/17,1392.5,1426.2,-33.7,1685.5,1047.9,637.6,568.9,937.0,-368.1,,,,
4/10/17,1394.2,1433.4,-39.1,1688.3,1052.7,635.6,569.4,941.6,-372.2,,,,
5/10/17,1394.7,1433.9,-39.2,1688.5,1053.3,635.2,569.7,942.7,-373.1,,,,
6/10/17,1393.6,1436.2,-42.7,1688.4,1051.9,636.5,569.3,947.2,-377.9,,,,
7/10/17,1392.8,1439.6,-46.8,1685.4,1051.0,634.4,568.8,950.0,-381.2,,,,
8/10/17,1391.9,1442.7,-50.8,1680.4,1045.5,634.9,568.5,952.5,-384.0,,,,
9/10/17,1389.6,1445.0,-55.4,1669.3,1013.6,655.7,567.9,969.0,-401.1,,,,
10/10/17,1388.2,1447.9,-59.7,1655.0,973.6,681.4,565.7,988.3,-422.6,,,,
11/10/17,1388.4,1457.1,-68.7,1639.5,934.5,705.0,565.2,1009.3,-444.1,,,,
12/10/17,1390.8,1459.3,-68.6,1619.8,896.2,723.6,565.4,1022.1,-456.7,,,,
13/10/17,1391.6,1456.3,-64.6,1599.6,864.2,735.4,564.2,1036.8,-472.6,,,,
14/10/17,1393.1,1458.6,-65.5,1580.1,839.2,740.9,565.3,1048.5,-483.2,,,,
15/10/17,1395.1,1460.8,-65.7,1560.6,814.1,746.5,565.4,1056.5,-491.0,,,,
16/10/17,1397.2,1461.7,-64.5,1541.0,779.4,761.6,565.9,1071.6,-505.7,,,,
17/10/17,1398.6,1464.2,-65.6,1521.0,742.2,778.8,566.5,1089.7,-523.2,,,,
18/10/17,1399.4,1467.9,-68.5,1500.7,707.0,793.7,566.6,1106.5,-539.9,,,,
19/10/17,1402.7,1476.5,-73.7,1480.6,672.2,808.4,565.7,1124.4,-558.6,,,,
20/10/17,1405.8,1481.7,-75.9,1457.5,636.1,821.4,566.0,1142.6,-576.6,,,,
21/10/17,1409.2,1489.6,-80.4,1438.9,600.0,838.9,566.7,1160.7,-594.0,,,,
22/10/17,1412.5,1496.9,-84.4,1422.9,568.9,854.0,567.9,1178.4,-610.5,,,,
23/10/17,1416.2,1504.6,-88.4,1407.7,547.8,859.9,570.2,1190.5,-620.3,,,,
24/10/17,1419.4,1513.9,-94.5,1400.3,526.7,873.6,573.4,1200.6,-627.3,,,,
25/10/17,1423.5,1522.1,-98.6,1392.7,506.9,885.8,575.9,1211.2,-635.3,,,,
26/10/17,1426.2,1533.8,-107.6,1387.1,497.6,889.4,578.0,1218.7,-640.7,,,,
27/10/17,1428.4,1538.6,-110.2,1387.2,496.4,890.8,580.5,1222.5,-642.0,,,,
28/10/17,1431.3,1537.0,-105.7,1387.0,488.4,898.5,581.0,1234.5,-653.5,,,,
29/10/17,1432.2,1542.7,-110.5,1387.9,472.7,915.2,581.4,1254.6,-673.1,,,,
30/10/17,1433.3,1540.9,-107.6,1387.9,459.1,928.8,581.6,1267.3,-685.7,,,,
31/10/17,1434.2,1540.1,-105.9,1388.4,462.0,926.4,582.1,1270.2,-688.1,,,,
1/11/17,1434.7,1539.3,-104.6,1388.2,465.2,923.0,581.9,1269.1,-687.2,,,,
2/11/17,1436.9,1538.6,-101.7,1387.3,472.1,915.2,581.8,1270.0,-688.3,,,,
3/11/17,1437.6,1538.2,-100.5,1386.9,472.9,914.0,581.6,1264.1,-682.5,,,,
4/11/17,1438.5,1536.8,-98.3,1387.1,478.3,908.8,582.0,1263.5,-681.5,,,,
5/11/17,1439.1,1536.7,-97.6,1387.2,492.7,894.5,582.1,1256.1,-674.0,,,,
6/11/17,1437.1,1536.2,-99.0,1386.9,506.2,880.7,582.1,1246.7,-664.5,,,,
7/11/17,1436.1,1533.0,-96.9,1387.9,521.2,866.8,582.2,1236.5,-654.3,,,,
8/11/17,1437.7,1532.7,-95.0,1396.7,552.2,844.5,582.4,1216.1,-633.6,,,,
9/11/17,1439.5,1534.9,-95.4,1408.0,590.5,817.5,584.0,1193.7,-609.7,,,,
10/11/17,1440.9,1534.0,-93.1,1421.1,628.8,792.4,584.6,1173.0,-588.4,,,,
11/11/17,1441.3,1539.6,-98.3,1438.8,668.2,770.6,584.6,1153.4,-568.8,,,,
12/11/17,1441.8,1541.2,-99.4,1456.5,706.9,749.6,587.2,1132.7,-545.5,,,,
13/11/17,1443.2,1541.9,-98.8,1473.8,744.9,728.9,589.5,1115.1,-525.5,,,,
14/11/17,1444.0,1544.5,-100.5,1491.2,784.3,706.9,592.1,1092.9,-500.8,,,,
15/11/17,1444.4,1546.7,-102.3,1509.5,823.2,686.3,594.6,1075.3,-480.8,,,,
16/11/17,1440.9,1537.3,-96.3,1527.3,865.5,661.8,596.2,1055.2,-459.0,,,,
17/11/17,1438.4,1529.3,-90.8,1545.7,906.3,639.5,597.4,1040.0,-442.7,,,,
18/11/17,1438.2,1526.6,-88.5,1564.5,951.4,613.1,600.9,1022.1,-421.3,,,,
19/11/17,1436.7,1529.9,-93.2,1587.5,994.8,592.7,603.3,1004.6,-401.4,,,,
20/11/17,1435.0,1527.0,-92.0,1607.6,1028.7,578.8,604.5,989.3,-384.8,,,,
21/11/17,1435.3,1519.7,-84.3,1624.8,1065.0,559.8,606.0,973.8,-367.8,,,,
22/11/17,1433.2,1511.5,-78.3,1640.6,1092.5,548.1,606.3,961.3,-355.0,,,,
23/11/17,1431.6,1500.2,-68.6,1648.8,1119.6,529.3,605.0,949.4,-344.4,,,,
24/11/17,1429.3,1493.5,-64.2,1656.1,1145.1,511.0,605.1,940.1,-335.0,,,,
25/11/17,1426.4,1485.4,-59.0,1661.5,1169.2,492.3,605.3,931.0,-325.7,,,,
26/11/17,1422.8,1484.3,-61.4,1661.7,1189.1,472.5,605.4,917.6,-312.1,,,,
27/11/17,1423.6,1486.8,-63.1,1661.9,1205.3,456.6,607.3,901.2,-293.8,,,,
28/11/17,1425.5,1487.0,-61.5,1660.3,1220.3,440.0,609.7,885.5,-275.9,,,,
29/11/17,1426.4,1491.6,-65.2,1659.2,1232.8,426.5,612.1,870.6,-258.5,,,,
30/11/17,1424.8,1491.5,-66.7,1658.1,1228.6,429.5,614.3,866.1,-251.9,,,,
1/12/17,1424.2,1487.1,-63.0,1657.3,1225.5,431.7,616.6,866.6,-250.0,,,,
2/12/17,1423.5,1486.4,-62.9,1657.1,1224.6,432.5,618.8,866.2,-247.4,,,,
3/12/17,1422.7,1485.9,-63.3,1656.8,1225.7,431.1,621.2,868.4,-247.2,,,,
4/12/17,1421.6,1487.0,-65.3,1657.2,1224.3,432.8,623.2,869.9,-246.7,,,,
5/12/17,1421.7,1485.7,-63.9,1656.2,1223.4,432.8,625.2,871.3,-246.1,,,,
6/12/17,1423.5,1480.4,-56.9,1656.8,1226.8,430.0,627.1,873.3,-246.2,,,,
7/12/17,1423.0,1481.9,-58.9,1656.3,1229.0,427.4,629.3,874.5,-245.2,,,,
8/12/17,1422.3,1481.3,-59.0,1656.3,1229.4,426.9,631.1,878.8,-247.6,,,,
9/12/17,1420.6,1480.5,-59.9,1656.2,1229.2,427.1,633.3,885.4,-252.0,,,,
10/12/17,1418.9,1481.4,-62.5,1655.7,1228.1,427.5,635.4,892.5,-257.1,,,,
11/12/17,1417.7,1480.0,-62.3,1655.2,1226.0,429.2,636.6,899.6,-263.0,,,,
12/12/17,1416.6,1478.7,-62.2,1654.8,1222.3,432.5,637.3,906.1,-268.8,,,,
13/12/17,1415.2,1477.0,-61.8,1653.8,1217.0,436.8,636.5,908.8,-272.3,,,,
14/12/17,1412.6,1474.7,-62.1,1653.0,1212.4,440.6,635.1,915.3,-280.2,,,,
15/12/17,1411.3,1474.2,-62.9,1650.1,1209.7,440.5,633.9,915.1,-281.2,,,,
16/12/17,1415.2,1485.8,-70.6,1648.1,1203.2,444.8,633.2,918.6,-285.4,,,,
17/12/17,1420.5,1497.4,-77.0,1645.3,1200.0,445.3,633.2,917.9,-284.7,,,,
18/12/17,1423.7,1505.7,-82.0,1642.4,1189.7,452.7,633.0,920.8,-287.8,,,,
19/12/17,1428.3,1509.2,-80.9,1638.6,1179.4,459.2,632.9,923.8,-290.9,,,,
20/12/17,1432.6,1516.2,-83.7,1635.6,1173.9,461.7,633.3,925.1,-291.8,,,,
21/12/17,1434.9,1528.3,-93.4,1632.1,1164.4,467.7,633.2,928.1,-295.0,,,,
22/12/17,1440.2,1540.0,-99.9,1628.8,1153.8,475.0,633.1,930.2,-297.1,,,,
23/12/17,1445.2,1554.7,-109.5,1625.8,1146.2,479.6,634.0,933.5,-299.5,,,,
24/12/17,1450.0,1563.9,-113.9,1623.8,1139.7,484.1,634.0,933.5,-299.6,,,,
25/12/17,1455.0,1571.6,-116.6,1622.3,1134.3,488.0,634.2,933.8,-299.6,,,,
26/12/17,1459.7,1577.7,-118.0,1620.2,1132.7,487.5,634.1,938.2,-304.1,,,,
27/12/17,1461.3,1577.1,-115.7,1616.9,1131.3,485.7,634.1,941.4,-307.3,,,,
28/12/17,1461.8,1576.6,-114.8,1615.9,1132.2,483.7,634.0,942.8,-308.8,,,,
29/12/17,1462.5,1575.2,-112.7,1615.1,1132.4,482.7,634.1,946.8,-312.7,,,,
30/12/17,1464.6,1573.1,-108.5,1614.1,1136.4,477.7,634.2,951.2,-317.0,,,,
31/12/17,1466.5,1573.0,-106.5,1613.4,1142.0,471.4,634.4,954.9,-320.6,,,,
1/1/18,1467.8,1570.9,-103.0,1611.8,1142.1,469.7,634.4,955.2,-320.8,,,,
2/1/18,1469.1,1568.7,-99.6,1609.9,1144.6,465.3,634.4,951.9,-317.6,,,,
3/1/18,1470.4,1567.1,-96.7,1607.9,1148.9,458.9,634.6,945.3,-310.8,,,,
4/1/18,1470.4,1566.4,-96.0,1607.4,1154.1,453.3,634.7,947.1,-312.4,,,,
5/1/18,1471.3,1570.6,-99.3,1606.4,1154.0,452.4,634.9,943.9,-309.0,,,,
6/1/18,1473.6,1570.8,-97.1,1606.4,1154.6,451.8,634.9,940.5,-305.6,,,,
7/1/18,1475.2,1568.4,-93.3,1605.4,1156.3,449.1,635.4,939.2,-303.9,,,,
8/1/18,1476.1,1566.2,-90.0,1604.3,1157.7,446.6,635.4,934.3,-298.9,,,,
9/1/18,1476.7,1562.4,-85.8,1603.2,1160.7,442.5,635.3,926.0,-290.7,,,,
10/1/18,1475.3,1559.4,-84.1,1602.1,1164.6,437.5,635.7,917.1,-281.4,,,,
11/1/18,1472.9,1554.7,-81.8,1601.4,1170.0,431.4,635.7,909.4,-273.7,,,,
12/1/18,1470.6,1551.6,-81.1,1600.6,1176.4,424.3,635.9,902.2,-266.3,,,,
13/1/18,1469.1,1549.4,-80.3,1597.9,1179.2,418.6,636.4,895.2,-258.8,,,,
14/1/18,1467.0,1544.4,-77.3,1597.4,1180.7,416.7,636.5,888.8,-252.3,,,,
15/1/18,1464.8,1542.9,-78.1,1597.1,1183.8,413.3,637.1,882.8,-245.7,,,,
16/1/18,1463.2,1538.6,-75.4,1596.6,1183.4,413.2,637.5,877.8,-240.3,,,,
17/1/18,1462.1,1538.0,-75.9,1596.2,1182.0,414.2,637.5,870.8,-233.4,,,,
18/1/18,1459.5,1537.4,-77.9,1596.9,1184.2,412.7,637.2,861.1,-224.0,,,,
19/1/18,1456.4,1534.6,-78.2,1597.4,1184.3,413.1,636.9,855.3,-218.5,,,,
20/1/18,1453.7,1533.5,-79.8,1598.0,1185.6,412.4,636.3,850.8,-214.5,,,,
21/1/18,1450.6,1532.8,-82.1,1598.8,1187.2,411.6,635.7,842.7,-206.9,,,,
22/1/18,1450.5,1532.2,-81.7,1600.1,1186.5,413.5,634.9,834.2,-199.2,,,,
23/1/18,1450.6,1532.9,-82.3,1600.3,1183.7,416.5,634.0,825.9,-191.9,,,,
24/1/18,1450.5,1531.5,-80.9,1600.3,1180.1,420.2,631.4,816.7,-185.3,,,,
25/1/18,1450.9,1530.4,-79.5,1600.8,1175.7,425.1,631.0,808.2,-177.2,,,,
26/1/18,1450.8,1529.3,-78.5,1603.0,1175.0,428.0,630.8,801.7,-170.9,,,,
27/1/18,1451.3,1528.1,-76.8,1604.5,1177.5,426.9,630.5,793.8,-163.4,,,,
28/1/18,1451.4,1527.6,-76.2,1605.9,1179.5,426.4,630.0,787.5,-157.5,,,,
29/1/18,1451.3,1528.0,-76.6,1607.1,1179.0,428.1,629.5,780.5,-151.0,,,,
30/1/18,1450.3,1530.9,-80.6,1608.2,1176.5,431.6,628.9,780.0,-151.1,,,,
31/1/18,1449.4,1530.4,-81.0,1609.2,1175.2,434.0,628.9,776.6,-147.7,,,,
1/2/18,1448.3,1531.0,-82.7,1610.7,1170.5,440.2,628.3,776.7,-148.4,,,,
2/2/18,1447.5,1530.9,-83.4,1611.9,1168.1,443.8,627.9,779.3,-151.4,,,,
3/2/18,1446.6,1530.4,-83.8,1611.9,1164.6,447.4,627.9,773.4,-145.5,,,,
4/2/18,1446.2,1530.3,-84.2,1612.7,1162.2,450.5,627.8,772.8,-144.9,,,,
5/2/18,1445.4,1528.4,-83.0,1613.6,1161.3,452.4,627.7,771.7,-144.0,,,,
6/2/18,1445.1,1529.6,-84.5,1614.7,1160.3,454.4,627.5,769.1,-141.6,,,,
7/2/18,1445.6,1529.6,-84.1,1615.6,1160.2,455.4,627.6,769.0,-141.4,,,,
8/2/18,1446.4,1532.2,-85.8,1614.9,1152.3,462.5,627.3,769.3,-142.0,,,,
9/2/18,1449.6,1533.8,-84.2,1614.8,1148.1,466.7,627.2,769.4,-142.3,,,,
10/2/18,1453.5,1539.2,-85.7,1613.7,1147.0,466.8,627.3,769.4,-142.1,,,,
11/2/18,1456.2,1540.0,-83.8,1613.4,1146.3,467.1,627.2,767.7,-140.5,,,,
12/2/18,1459.4,1538.5,-79.1,1615.7,1147.2,468.6,627.1,766.9,-139.8,,,,
13/2/18,1462.7,1542.0,-79.3,1616.7,1149.0,467.7,626.7,767.1,-140.4,,,,
14/2/18,1465.8,1539.6,-73.8,1617.8,1144.6,473.3,626.1,765.2,-139.1,,,,
15/2/18,1466.1,1538.8,-72.6,1618.1,1136.5,481.6,625.4,762.3,-136.9,,,,
16/2/18,1466.2,1537.3,-71.1,1616.7,1139.9,476.8,625.0,760.6,-135.6,,,,
17/2/18,1468.2,1536.2,-68.0,1614.6,1142.5,472.0,624.8,762.1,-137.3,,,,
18/2/18,1471.2,1537.4,-66.2,1613.4,1143.9,469.5,624.5,759.1,-134.5,,,,
19/2/18,1473.9,1537.2,-63.3,1611.4,1140.6,470.8,623.2,751.8,-128.6,,,,
20/2/18,1475.8,1537.3,-61.5,1607.1,1137.6,469.5,622.3,750.3,-128.0,,,,
21/2/18,1475.1,1537.2,-62.1,1603.2,1134.2,469.0,622.1,749.8,-127.8,,,,
22/2/18,1474.3,1537.6,-63.3,1599.8,1132.9,466.9,622.3,751.1,-128.8,,,,
23/2/18,1473.9,1538.8,-64.9,1595.0,1132.0,463.0,624.2,751.6,-127.5,,,,
24/2/18,1473.5,1538.8,-65.3,1590.5,1130.6,459.9,623.1,748.6,-125.5,,,,
25/2/18,1473.4,1539.3,-66.0,1583.8,1127.3,456.4,621.7,746.4,-124.7,,,,
26/2/18,1473.0,1539.3,-66.3,1580.8,1123.7,457.1,621.4,744.0,-122.5,,,,
27/2/18,1472.7,1539.3,-66.6,1578.7,1121.5,457.1,621.2,744.2,-122.9,,,,
28/2/18,1472.6,1540.0,-67.4,1576.3,1117.7,458.6,621.0,745.0,-124.0,,,,
1/3/18,1472.4,1539.0,-66.5,1574.6,1113.6,461.0,621.1,745.6,-124.5,,,,
2/3/18,1470.9,1539.0,-68.1,1569.0,1112.4,456.6,621.2,745.5,-124.3,,,,
3/3/18,1471.3,1537.0,-65.7,1568.0,1117.3,450.7,621.5,744.5,-123.0,,,,
4/3/18,1471.3,1535.1,-63.8,1567.2,1117.9,449.3,621.6,745.7,-124.1,,,,
5/3/18,1471.8,1532.2,-60.4,1567.3,1118.4,448.9,621.4,749.8,-128.4,,,,
6/3/18,1470.4,1527.5,-57.1,1566.3,1119.9,446.4,621.3,749.5,-128.2,,,,
7/3/18,1468.1,1520.8,-52.6,1564.5,1121.0,443.5,620.4,749.2,-128.8,,,,
8/3/18,1465.3,1497.4,-32.0,1562.7,1125.0,437.7,618.4,755.7,-137.3,,,,
9/3/18,1462.7,1472.8,-10.1,1560.1,1130.3,429.8,616.8,765.1,-148.3,,,,
10/3/18,1459.8,1447.7,12.1,1560.5,1141.6,418.9,615.3,775.1,-159.8,,,,
11/3/18,1458.2,1423.8,34.4,1560.5,1150.7,409.8,613.7,785.7,-172.0,,,,
12/3/18,1457.3,1399.3,58.0,1561.9,1158.0,403.9,612.3,796.6,-184.3,,,,
13/3/18,1456.8,1377.5,79.3,1562.5,1166.4,396.1,611.0,809.4,-198.4,,,,
14/3/18,1456.0,1356.2,99.9,1563.2,1173.4,389.8,609.7,822.2,-212.5,,,,
15/3/18,1454.5,1332.3,122.1,1563.4,1181.3,382.1,608.7,835.9,-227.2,,,,
16/3/18,1452.6,1309.9,142.7,1563.5,1193.2,370.3,608.2,850.3,-242.1,,,,
17/3/18,1452.1,1288.9,163.2,1564.7,1210.1,354.6,607.7,865.2,-257.5,,,,
18/3/18,1450.9,1264.3,186.6,1568.3,1218.1,350.2,606.6,879.2,-272.6,,,,
19/3/18,1448.5,1231.9,216.6,1571.6,1226.2,345.4,605.2,891.8,-286.7,,,,
20/3/18,1447.0,1208.2,238.8,1573.5,1238.3,335.2,603.5,902.7,-299.2,,,,
21/3/18,1446.7,1184.2,262.4,1576.2,1252.5,323.7,603.4,916.7,-313.2,,,,
22/3/18,1446.7,1159.5,287.2,1580.6,1266.0,314.6,603.1,928.4,-325.3,,,,
23/3/18,1446.3,1136.5,309.8,1583.5,1277.8,305.7,602.1,939.9,-337.8,,,,
24/3/18,1446.1,1117.7,328.4,1585.3,1284.7,300.7,600.9,946.8,-345.8,,,,
25/3/18,1446.0,1116.9,329.1,1588.5,1288.5,300.0,600.1,950.5,-350.4,,,,
26/3/18,1444.6,1113.0,331.6,1591.4,1291.3,300.1,600.2,952.9,-352.8,,,,
27/3/18,1443.9,1109.9,334.0,1596.3,1294.7,301.6,600.4,951.8,-351.4,,,,
28/3/18,1444.1,1107.8,336.3,1596.2,1296.2,300.0,599.8,952.4,-352.6,,,,
29/3/18,1443.9,1105.5,338.4,1596.4,1297.9,298.5,598.9,948.6,-349.8,,,,
30/3/18,1443.0,1102.9,340.1,1597.3,1302.4,294.9,597.8,947.2,-349.4,,,,
31/3/18,1442.7,1100.9,341.8,1597.9,1307.7,290.2,597.0,941.1,-344.1,,,,
1/4/18,1444.4,1097.9,346.5,1603.0,1311.5,291.5,595.7,940.9,-345.3,,,,
2/4/18,1444.8,1101.4,343.4,1603.1,1311.6,291.5,594.6,940.6,-346.0,,,,
3/4/18,1445.4,1100.1,345.3,1603.9,1314.4,289.5,591.9,936.9,-345.0,,,,
4/4/18,1445.2,1104.5,340.7,1604.7,1316.6,288.1,588.2,927.2,-339.0,,,,
5/4/18,1446.5,1103.5,343.0,1605.2,1318.7,286.5,585.4,921.8,-336.3,,,,
6/4/18,1448.6,1103.4,345.2,1605.4,1322.3,283.1,583.0,917.0,-334.0,,,,
7/4/18,1450.7,1118.8,331.9,1606.4,1324.5,281.9,581.5,905.1,-323.6,,,,
8/4/18,1452.4,1135.4,317.1,1608.5,1326.9,281.6,579.6,889.9,-310.4,,,,
9/4/18,1454.8,1152.6,302.2,1609.6,1329.5,280.2,577.6,875.8,-298.2,,,,
10/4/18,1455.5,1173.4,282.1,1609.6,1325.5,284.1,575.7,863.0,-287.4,,,,
11/4/18,1455.9,1199.1,256.7,1608.8,1320.0,288.8,572.7,848.7,-276.0,,,,
12/4/18,1456.3,1219.8,236.5,1608.7,1315.1,293.6,570.7,835.4,-264.7,,,,
13/4/18,1456.8,1238.0,218.8,1607.9,1312.8,295.1,567.7,820.5,-252.9,,,,
14/4/18,1457.3,1240.5,216.8,1608.6,1312.0,296.6,566.7,815.0,-248.3,,,,
15/4/18,1458.9,1240.5,218.4,1609.0,1312.0,296.9,565.7,814.7,-249.0,,,,
16/4/18,1460.3,1240.0,220.3,1608.9,1311.5,297.5,564.1,814.1,-250.0,,,,
17/4/18,1461.8,1240.1,221.7,1608.8,1310.2,298.6,561.2,812.2,-251.0,,,,
18/4/18,1460.9,1244.6,216.4,1609.5,1307.7,301.8,559.1,810.4,-251.3,,,,
19/4/18,1457.7,1242.6,215.1,1610.2,1304.1,306.1,557.7,809.3,-251.6,,,,
20/4/18,1453.5,1242.0,211.5,1611.1,1302.0,309.1,556.3,807.6,-251.3,,,,
21/4/18,1448.9,1242.0,206.9,1611.7,1300.0,311.8,555.6,806.9,-251.3,,,,
22/4/18,1445.2,1239.8,205.4,1613.1,1298.4,314.7,554.8,807.4,-252.6,,,,
23/4/18,1446.3,1232.1,214.2,1615.3,1299.8,315.5,553.7,810.8,-257.0,,,,
24/4/18,1442.2,1208.4,233.8,1616.6,1304.3,312.3,552.6,818.5,-265.9,,,,
25/4/18,1440.8,1187.9,252.8,1618.1,1309.1,309.0,550.7,830.6,-279.9,,,,
26/4/18,1440.5,1166.8,273.8,1619.2,1314.7,304.5,549.0,844.0,-295.0,,,,
27/4/18,1439.9,1147.3,292.5,1620.9,1318.0,302.9,547.6,857.7,-310.1,,,,
28/4/18,1439.3,1134.3,305.0,1621.4,1320.2,301.2,547.8,870.8,-323.0,,,,
29/4/18,1439.6,1120.1,319.5,1622.0,1321.8,300.2,548.1,882.6,-334.6,,,,
