,Rolling Net Production ,,,,,,,,,,,,
Date ,APLNG 30 Day Rolling  Production ,APLNG LNG Pipeline 30 Day Rolling ,APLNG Net Flows ,QCLNG 30 Day Rolling Production ,QCLNG LNG Pipeline 30 Day Rolling ,QCLNG Net Flows ,GLNG 30 Day Rolling Production,30 Day Rolling  ,GLNG Net Flows ,,,,
11/11/16,1183.0,1057.4,125.6,1585.6,1313.2,272.4,537.9,843.9,-306.1,,,,
12/11/16,1183.1,1063.0,120.1,1582.5,1306.7,275.8,541.2,848.8,-307.6,,,,
13/11/16,1183.3,1071.1,112.1,1580.0,1300.3,279.7,544.3,854.5,-310.2,,,,
14/11/16,1180.8,1076.7,104.1,1576.7,1290.8,285.9,548.0,861.7,-313.8,,,,
15/11/16,1180.8,1079.3,101.5,1573.2,1292.9,280.3,551.7,863.0,-311.3,,,,
16/11/16,1179.3,1099.2,80.2,1571.5,1294.7,276.8,553.4,864.0,-310.6,,,,
17/11/16,1181.3,1106.0,75.3,1569.3,1290.6,278.7,556.3,865.1,-308.8,,,,
18/11/16,1185.1,1123.9,61.2,1566.7,1281.3,285.4,558.7,868.5,-309.8,,,,
19/11/16,1188.4,1136.9,51.5,1560.9,1267.9,293.0,561.0,873.5,-312.5,,,,
20/11/16,1186.7,1138.0,48.7,1554.9,1265.6,289.3,563.1,878.8,-315.6,,,,
21/11/16,1184.8,1131.1,53.7,1553.2,1262.2,291.0,564.4,883.5,-319.2,,,,
22/11/16,1182.7,1124.2,58.4,1557.6,1267.8,289.7,565.2,888.1,-322.9,,,,
23/11/16,1179.8,1119.1,60.7,1555.4,1269.5,285.9,566.2,890.8,-324.6,,,,
24/11/16,1177.7,1115.4,62.4,1553.5,1268.9,284.6,566.8,893.9,-327.1,,,,
25/11/16,1176.4,1114.2,62.1,1552.2,1268.4,283.8,568.8,895.1,-326.4,,,,
26/11/16,1177.5,1128.6,48.9,1552.0,1273.4,278.6,569.4,885.6,-316.2,,,,
27/11/16,1179.3,1144.2,35.1,1555.7,1268.2,287.5,570.8,875.5,-304.7,,,,
28/11/16,1183.8,1162.9,20.9,1562.5,1267.3,295.2,572.0,871.8,-299.8,,,,
29/11/16,1189.2,1181.7,7.5,1569.5,1266.7,302.8,573.2,874.1,-300.9,,,,
30/11/16,1194.6,1198.5,-3.9,1571.6,1263.3,308.3,574.3,866.2,-291.8,,,,
1/12/16,1197.2,1200.9,-3.7,1567.6,1254.8,312.8,575.6,861.9,-286.3,,,,
2/12/16,1198.8,1204.9,-6.1,1558.3,1247.8,310.5,576.6,859.8,-283.2,,,,
3/12/16,1201.0,1206.8,-5.8,1546.0,1242.6,303.5,577.5,859.3,-281.8,,,,
4/12/16,1205.2,1213.7,-8.5,1534.3,1234.6,299.8,578.4,862.7,-284.3,,,,
5/12/16,1210.1,1209.2,0.9,1524.5,1223.6,300.9,579.3,855.0,-275.7,,,,
6/12/16,1213.9,1203.0,11.0,1515.0,1212.4,302.6,580.1,861.2,-281.1,,,,
7/12/16,1213.7,1196.8,17.0,1507.8,1206.7,301.2,579.9,865.0,-285.1,,,,
8/12/16,1216.4,1190.5,25.9,1503.0,1205.5,297.5,580.8,871.5,-290.7,,,,
9/12/16,1216.1,1197.4,18.7,1499.9,1208.1,291.8,581.7,876.3,-294.6,,,,
10/12/16,1215.1,1199.4,15.7,1496.1,1213.8,282.4,581.9,878.8,-296.9,,,,
11/12/16,1213.9,1204.1,9.8,1493.4,1217.7,275.7,582.7,876.4,-293.7,,,,
12/12/16,1212.0,1204.8,7.2,1490.6,1218.4,272.2,583.3,874.2,-290.9,,,,
13/12/16,1209.8,1201.0,8.8,1488.8,1217.9,270.9,583.8,874.1,-290.2,,,,
14/12/16,1211.0,1197.6,13.4,1487.2,1223.2,264.0,584.4,870.9,-286.5,,,,
15/12/16,1209.8,1200.3,9.4,1485.6,1215.2,270.4,584.7,872.7,-288.0,,,,
16/12/16,1209.3,1203.2,6.1,1481.4,1208.9,272.6,584.7,873.1,-288.4,,,,
17/12/16,1208.2,1203.9,4.4,1482.2,1207.2,274.9,585.4,873.2,-287.8,,,,
18/12/16,1208.2,1201.6,6.6,1481.9,1208.3,273.6,586.7,874.2,-287.6,,,,
19/12/16,1208.5,1201.5,6.9,1480.4,1209.8,270.6,587.7,874.3,-286.6,,,,
20/12/16,1207.2,1200.9,6.3,1477.7,1202.7,275.1,588.9,870.8,-281.9,,,,
21/12/16,1206.1,1198.5,7.6,1471.9,1201.2,270.7,589.3,866.6,-277.3,,,,
22/12/16,1206.5,1199.7,6.8,1467.4,1198.5,268.9,589.9,859.2,-269.2,,,,
23/12/16,1207.0,1202.1,4.9,1467.5,1193.7,273.8,590.2,856.9,-266.7,,,,
24/12/16,1207.9,1204.8,3.1,1467.4,1198.8,268.6,591.0,856.3,-265.2,,,,
25/12/16,1208.8,1208.0,0.9,1466.9,1206.9,260.0,592.0,852.7,-260.7,,,,
26/12/16,1210.1,1207.9,2.1,1465.8,1213.1,252.7,593.0,849.4,-256.4,,,,
27/12/16,1209.5,1211.4,-1.9,1464.4,1218.0,246.4,593.3,846.0,-252.7,,,,
28/12/16,1208.0,1212.4,-4.4,1463.4,1223.3,240.1,593.6,844.8,-251.2,,,,
29/12/16,1207.5,1211.9,-4.4,1462.5,1224.5,237.9,594.2,848.3,-254.1,,,,
30/12/16,1204.7,1212.4,-7.7,1461.5,1225.6,235.9,594.6,852.1,-257.6,,,,
31/12/16,1204.1,1228.9,-24.9,1465.3,1222.2,243.1,594.9,852.3,-257.4,,,,
1/1/17,1204.0,1238.8,-34.8,1471.7,1219.0,252.7,594.1,852.9,-258.8,,,,
2/1/17,1203.3,1247.2,-43.9,1482.1,1217.4,264.7,594.5,851.5,-257.0,,,,
3/1/17,1202.0,1256.1,-54.1,1492.5,1215.8,276.7,595.0,849.8,-254.8,,,,
4/1/17,1200.2,1264.9,-64.7,1502.0,1217.7,284.4,595.4,857.6,-262.2,,,,
5/1/17,1198.7,1275.2,-76.6,1510.3,1220.8,289.5,594.3,855.4,-261.1,,,,
6/1/17,1201.2,1285.1,-83.9,1519.0,1225.1,293.9,593.2,852.6,-259.4,,,,
7/1/17,1205.1,1296.8,-91.7,1526.3,1229.1,297.2,593.3,845.0,-251.7,,,,
8/1/17,1209.0,1295.6,-86.6,1531.6,1232.2,299.4,593.9,845.1,-251.3,,,,
9/1/17,1212.0,1300.0,-88.0,1536.4,1232.0,304.4,594.7,847.0,-252.3,,,,
10/1/17,1215.6,1304.4,-88.8,1538.1,1227.3,310.8,595.4,849.5,-254.1,,,,
11/1/17,1218.7,1308.7,-90.0,1541.8,1224.6,317.2,597.4,851.5,-254.1,,,,
12/1/17,1220.1,1311.6,-91.6,1544.0,1220.1,323.8,599.2,850.2,-251.0,,,,
13/1/17,1220.5,1312.3,-91.8,1546.1,1214.4,331.7,600.7,851.1,-250.5,,,,
14/1/17,1221.6,1313.4,-91.8,1547.1,1210.7,336.4,601.8,853.7,-251.9,,,,
15/1/17,1223.8,1314.9,-91.1,1550.1,1207.7,342.4,603.1,859.4,-256.4,,,,
16/1/17,1226.2,1316.8,-90.5,1548.3,1202.4,345.9,605.0,865.0,-260.1,,,,
17/1/17,1227.7,1321.5,-93.8,1547.7,1194.9,352.8,605.8,866.0,-260.2,,,,
18/1/17,1228.7,1324.8,-96.1,1552.3,1190.4,361.9,606.5,870.9,-264.4,,,,
19/1/17,1231.1,1328.8,-97.7,1557.5,1189.3,368.2,605.6,874.1,-268.5,,,,
20/1/17,1233.5,1334.5,-101.0,1563.5,1184.3,379.3,606.0,880.0,-274.0,,,,
21/1/17,1234.1,1336.6,-102.5,1567.6,1180.6,387.1,603.2,886.6,-283.4,,,,
22/1/17,1235.3,1337.6,-102.4,1567.5,1181.3,386.2,602.7,889.3,-286.6,,,,
23/1/17,1235.5,1337.6,-102.2,1567.2,1172.4,394.8,602.2,891.3,-289.1,,,,
24/1/17,1235.6,1334.0,-98.4,1567.3,1161.1,406.2,601.7,896.5,-294.8,,,,
25/1/17,1235.1,1333.2,-98.1,1567.6,1150.7,416.9,601.5,902.0,-300.5,,,,
26/1/17,1236.6,1328.7,-92.1,1567.9,1141.9,426.1,601.6,911.3,-309.7,,,,
27/1/17,1238.7,1322.9,-84.2,1570.4,1134.4,436.0,599.8,915.7,-315.8,,,,
28/1/17,1240.7,1319.5,-78.8,1571.7,1132.4,439.3,599.1,917.8,-318.7,,,,
29/1/17,1244.4,1314.1,-69.7,1572.8,1127.8,444.9,598.7,921.8,-323.1,,,,
30/1/17,1248.3,1314.3,-66.0,1573.5,1130.4,443.2,598.2,926.3,-328.2,,,,
31/1/17,1252.4,1314.8,-62.3,1576.7,1129.6,447.1,598.9,928.0,-329.1,,,,
1/2/17,1254.4,1318.2,-63.9,1577.3,1126.8,450.5,598.6,928.0,-329.4,,,,
2/2/17,1255.1,1313.7,-58.6,1576.1,1123.9,452.3,598.0,924.3,-326.3,,,,
3/2/17,1254.1,1311.5,-57.4,1575.3,1119.4,455.9,597.3,918.7,-321.4,,,,
4/2/17,1253.9,1309.2,-55.3,1574.0,1116.9,457.1,598.2,913.8,-315.6,,,,
5/2/17,1254.2,1306.8,-52.6,1573.7,1112.2,461.6,600.1,916.3,-316.2,,,,
6/2/17,1251.0,1303.7,-52.7,1573.2,1107.8,465.4,599.5,920.7,-321.1,,,,
7/2/17,1246.6,1300.6,-54.0,1572.8,1102.5,470.4,598.8,915.6,-316.8,,,,
8/2/17,1243.2,1296.5,-53.3,1574.1,1095.5,478.7,598.6,913.9,-315.3,,,,
9/2/17,1238.7,1291.4,-52.7,1575.7,1098.5,477.2,598.7,914.9,-316.2,,,,
10/2/17,1234.7,1285.0,-50.3,1571.1,1095.9,475.2,598.3,916.1,-317.8,,,,
11/2/17,1232.8,1274.4,-41.6,1567.0,1092.6,474.4,597.4,914.8,-317.4,,,,
12/2/17,1228.2,1268.2,-40.0,1560.6,1088.2,472.4,596.3,916.6,-320.3,,,,
13/2/17,1228.8,1264.1,-35.3,1556.2,1084.7,471.5,596.3,916.7,-320.3,,,,
14/2/17,1229.4,1263.6,-34.2,1552.3,1080.1,472.2,596.3,915.7,-319.4,,,,
15/2/17,1230.1,1260.6,-30.4,1550.3,1083.4,466.8,596.3,912.0,-315.6,,,,
16/2/17,1231.6,1259.0,-27.4,1547.8,1086.4,461.4,596.2,906.7,-310.5,,,,
17/2/17,1233.3,1261.3,-28.0,1545.1,1089.5,455.6,596.1,908.9,-312.8,,,,
18/2/17,1234.5,1261.8,-27.3,1543.4,1093.4,450.0,596.9,909.3,-312.4,,,,
19/2/17,1236.0,1261.1,-25.1,1542.3,1097.9,444.4,597.4,907.6,-310.2,,,,
20/2/17,1237.6,1260.1,-22.5,1542.7,1103.4,439.3,601.3,908.4,-307.0,,,,
21/2/17,1239.2,1263.8,-24.6,1543.1,1105.6,437.5,602.4,908.5,-306.1,,,,
22/2/17,1240.7,1264.3,-23.6,1543.3,1108.5,434.8,603.1,907.5,-304.4,,,,
23/2/17,1242.2,1262.7,-20.5,1543.3,1116.2,427.0,603.2,903.0,-299.8,,,,
24/2/17,1244.2,1261.0,-16.8,1542.0,1122.3,419.7,601.0,900.4,-299.3,,,,
25/2/17,1244.9,1258.6,-13.7,1541.2,1125.9,415.3,600.2,897.3,-297.1,,,,
26/2/17,1244.2,1259.3,-15.1,1539.6,1133.1,406.5,601.7,890.7,-289.0,,,,
27/2/17,1244.1,1258.7,-14.6,1538.0,1139.8,398.2,600.4,887.0,-286.6,,,,
28/2/17,1243.1,1260.6,-17.5,1538.8,1147.6,391.2,599.3,879.4,-280.0,,,,
1/3/17,1240.2,1255.0,-14.8,1539.6,1153.7,385.9,599.1,870.5,-271.4,,,,
2/3/17,1236.8,1251.4,-14.7,1540.6,1158.6,382.1,598.4,867.5,-269.0,,,,
3/3/17,1236.3,1248.2,-11.9,1541.8,1163.4,378.4,598.1,868.4,-270.3,,,,
4/3/17,1237.8,1252.3,-14.5,1540.1,1166.3,373.8,597.9,870.3,-272.4,,,,
5/3/17,1240.1,1258.0,-17.9,1541.8,1173.5,368.3,598.2,871.6,-273.4,,,,
6/3/17,1240.5,1260.2,-19.7,1544.7,1167.1,377.6,598.7,876.4,-277.7,,,,
7/3/17,1240.3,1260.9,-20.6,1543.9,1174.1,369.8,599.2,882.3,-283.1,,,,
8/3/17,1242.9,1267.6,-24.7,1544.2,1179.5,364.7,599.4,882.2,-282.7,,,,
9/3/17,1246.8,1276.1,-29.3,1544.3,1183.5,360.8,598.6,878.4,-279.8,,,,
10/3/17,1251.2,1279.9,-28.7,1543.2,1189.2,354.0,598.6,874.8,-276.2,,,,
11/3/17,1256.6,1285.9,-29.2,1544.3,1187.0,357.3,598.0,874.5,-276.5,,,,
12/3/17,1261.5,1296.9,-35.4,1547.0,1191.5,355.5,597.7,873.4,-275.8,,,,
13/3/17,1264.8,1303.7,-38.9,1550.3,1196.9,353.4,597.0,873.8,-276.8,,,,
14/3/17,1271.2,1291.3,-20.1,1554.8,1201.5,353.3,596.9,875.7,-278.8,,,,
15/3/17,1270.6,1279.2,-8.6,1558.7,1214.7,344.0,595.1,885.0,-289.9,,,,
16/3/17,1270.6,1261.8,8.9,1562.1,1230.6,331.5,593.7,889.4,-295.7,,,,
17/3/17,1272.3,1247.1,25.2,1564.5,1238.9,325.7,592.7,897.6,-304.9,,,,
18/3/17,1273.2,1230.6,42.6,1565.5,1244.3,321.2,591.7,909.9,-318.2,,,,
19/3/17,1275.5,1210.8,64.8,1567.1,1249.5,317.6,591.0,913.6,-322.5,,,,
20/3/17,1277.6,1192.6,85.0,1567.7,1253.8,314.0,589.4,921.8,-332.3,,,,
21/3/17,1279.4,1175.1,104.3,1567.7,1256.9,310.8,586.3,928.1,-341.8,,,,
22/3/17,1281.9,1159.3,122.6,1565.6,1259.2,306.4,583.2,931.9,-348.6,,,,
23/3/17,1280.5,1138.8,141.7,1563.3,1261.6,301.8,581.0,936.6,-355.6,,,,
24/3/17,1279.4,1120.0,159.5,1562.7,1264.5,298.2,578.9,943.2,-364.4,,,,
25/3/17,1279.2,1107.2,172.0,1563.0,1266.8,296.2,576.6,950.2,-373.6,,,,
26/3/17,1279.5,1094.6,184.9,1563.1,1269.1,294.1,576.2,954.8,-378.6,,,,
27/3/17,1278.1,1082.1,196.0,1564.1,1274.4,289.6,574.1,955.8,-381.7,,,,
28/3/17,1276.8,1069.5,207.3,1564.8,1273.4,291.3,571.3,961.5,-390.2,,,,
29/3/17,1276.5,1055.1,221.3,1565.8,1270.3,295.5,571.6,964.0,-392.4,,,,
30/3/17,1273.3,1041.6,231.7,1564.5,1266.2,298.2,571.6,970.0,-398.5,,,,
31/3/17,1271.5,1028.8,242.7,1562.5,1261.4,301.1,569.6,980.0,-410.4,,,,
1/4/17,1270.0,1015.9,254.1,1561.6,1259.9,301.7,568.7,983.6,-414.9,,,,
2/4/17,1268.5,1000.6,267.9,1561.5,1262.8,298.7,566.7,987.2,-420.5,,,,
3/4/17,1267.5,984.4,283.2,1564.7,1266.8,297.9,567.0,994.0,-427.0,,,,
4/4/17,1267.9,966.8,301.1,1564.3,1267.4,296.8,567.6,999.9,-432.2,,,,
5/4/17,1269.6,950.5,319.1,1563.3,1281.4,281.9,568.5,998.0,-429.5,,,,
6/4/17,1270.3,935.9,334.4,1564.3,1282.8,281.5,569.2,994.4,-425.2,,,,
7/4/17,1270.6,924.1,346.6,1564.3,1286.1,278.2,570.1,998.0,-427.9,,,,
8/4/17,1270.0,910.0,360.0,1565.0,1289.8,275.2,572.2,1006.6,-434.4,,,,
9/4/17,1269.8,902.3,367.5,1566.0,1292.2,273.9,573.5,1011.8,-438.3,,,,
10/4/17,1269.3,892.1,377.2,1564.7,1297.3,267.4,574.5,1011.4,-436.9,,,,
11/4/17,1268.7,877.4,391.3,1567.4,1300.2,267.2,575.6,1011.5,-435.9,,,,
12/4/17,1269.6,876.0,393.7,1570.7,1304.6,266.2,575.7,1012.4,-436.7,,,,
13/4/17,1269.9,894.3,375.6,1573.6,1309.3,264.4,575.6,1005.0,-429.4,,,,
14/4/17,1271.6,911.6,360.0,1576.7,1305.9,270.8,577.4,990.5,-413.1,,,,
15/4/17,1271.6,927.7,343.9,1577.3,1301.0,276.3,576.9,983.9,-407.0,,,,
16/4/17,1271.8,941.5,330.3,1579.3,1297.3,282.0,574.7,975.9,-401.2,,,,
17/4/17,1271.1,947.5,323.6,1582.0,1298.7,283.3,572.7,967.8,-395.1,,,,
18/4/17,1265.6,954.1,311.5,1585.6,1300.4,285.2,570.4,957.6,-387.2,,,,
19/4/17,1263.7,957.9,305.8,1589.5,1305.1,284.4,569.5,947.6,-378.1,,,,
20/4/17,1260.9,962.0,298.9,1593.4,1307.1,286.3,568.5,941.2,-372.8,,,,
21/4/17,1258.7,967.7,291.0,1596.9,1306.7,290.2,567.4,936.9,-369.5,,,,
22/4/17,1255.8,972.2,283.6,1598.9,1305.2,293.8,569.8,930.9,-361.1,,,,
23/4/17,1251.0,977.7,273.3,1597.2,1304.5,292.7,572.7,924.3,-351.7,,,,
24/4/17,1250.3,1000.8,249.5,1595.0,1298.0,297.1,576.2,917.9,-341.7,,,,
25/4/17,1249.6,1017.6,232.0,1588.8,1287.0,301.8,578.8,912.2,-333.4,,,,
26/4/17,1249.5,1021.6,227.9,1581.4,1271.8,309.7,579.5,908.2,-328.7,,,,
27/4/17,1253.2,1026.8,226.4,1574.0,1261.8,312.2,578.0,902.7,-324.7,,,,
28/4/17,1258.3,1049.9,208.4,1566.5,1246.3,320.3,569.8,883.7,-313.9,,,,
29/4/17,1266.3,1077.4,189.0,1559.5,1235.8,323.7,562.6,861.2,-298.6,,,,
30/4/17,1273.5,1105.5,168.0,1552.5,1229.4,323.2,555.8,836.5,-280.7,,,,
1/5/17,1281.6,1127.5,154.1,1544.5,1219.3,325.2,550.5,812.7,-262.2,,,,
2/5/17,1289.6,1155.3,134.3,1536.0,1204.0,332.0,553.5,800.4,-246.9,,,,
3/5/17,1296.1,1181.0,115.1,1527.7,1191.9,335.8,555.7,784.5,-228.8,,,,
4/5/17,1300.8,1207.0,93.9,1519.9,1177.0,342.9,555.4,775.7,-220.3,,,,
5/5/17,1305.7,1233.2,72.6,1518.4,1162.7,355.6,553.9,769.5,-215.6,,,,
6/5/17,1310.8,1258.0,52.8,1514.6,1147.6,367.0,552.3,762.8,-210.6,,,,
7/5/17,1315.5,1273.3,42.3,1515.7,1141.9,373.8,550.9,756.1,-205.3,,,,
8/5/17,1321.4,1289.4,32.0,1516.8,1138.9,377.9,549.1,750.8,-201.7,,,,
9/5/17,1325.5,1305.7,19.8,1517.7,1134.5,383.2,547.0,743.3,-196.3,,,,
10/5/17,1330.3,1324.3,6.0,1520.7,1129.0,391.7,545.1,737.1,-192.1,,,,
11/5/17,1335.5,1343.8,-8.3,1521.6,1119.7,401.9,543.2,730.9,-187.7,,,,
12/5/17,1339.2,1359.2,-20.0,1521.5,1108.3,413.3,542.7,727.2,-184.5,,,,
13/5/17,1345.3,1366.9,-21.6,1518.8,1098.5,420.3,542.0,725.8,-183.8,,,,
14/5/17,1351.0,1377.1,-26.1,1515.3,1087.5,427.8,542.7,727.7,-184.9,,,,
15/5/17,1355.9,1389.7,-33.8,1513.3,1071.7,441.6,545.6,726.6,-181.0,,,,
16/5/17,1359.9,1404.2,-44.4,1510.2,1058.8,451.4,549.6,726.1,-176.5,,,,
17/5/17,1365.7,1427.1,-61.3,1507.7,1046.1,461.6,552.1,724.9,-172.9,,,,
18/5/17,1375.0,1449.5,-74.5,1504.3,1037.5,466.8,554.7,722.1,-167.4,,,,
19/5/17,1381.5,1474.5,-93.1,1499.6,1028.2,471.4,557.3,719.5,-162.2,,,,
20/5/17,1388.5,1499.2,-110.7,1495.0,1019.9,475.1,560.6,716.3,-155.6,,,,
21/5/17,1393.8,1521.2,-127.5,1491.1,1012.1,479.0,563.5,713.3,-149.8,,,,
22/5/17,1403.7,1544.5,-140.8,1488.9,1004.2,484.7,561.5,711.4,-149.8,,,,
23/5/17,1415.2,1565.9,-150.7,1489.0,993.4,495.6,560.1,709.6,-149.6,,,,
24/5/17,1422.1,1571.3,-149.2,1489.5,984.9,504.6,558.8,707.5,-148.7,,,,
25/5/17,1428.3,1583.4,-155.2,1495.8,981.5,514.3,558.0,704.6,-146.6,,,,
26/5/17,1435.8,1608.4,-172.6,1502.4,984.0,518.4,559.1,698.8,-139.7,,,,
27/5/17,1440.1,1631.9,-191.8,1510.2,986.9,523.2,562.7,693.8,-131.1,,,,
28/5/17,1442.0,1639.0,-197.1,1517.6,997.1,520.5,571.4,701.1,-129.7,,,,
29/5/17,1443.3,1639.7,-196.4,1524.9,1003.3,521.6,579.0,710.5,-131.5,,,,
30/5/17,1445.5,1641.9,-196.4,1532.9,1006.1,526.8,587.3,719.1,-131.8,,,,
31/5/17,1446.8,1648.0,-201.2,1541.2,1014.0,527.2,593.4,726.2,-132.9,,,,
1/6/17,1445.7,1649.3,-203.6,1549.0,1021.3,527.7,592.1,721.5,-129.4,,,,
2/6/17,1446.6,1649.6,-203.1,1557.2,1023.4,533.8,590.0,722.1,-132.1,,,,
3/6/17,1447.5,1650.3,-202.8,1564.8,1027.4,537.4,590.1,717.6,-127.5,,,,
4/6/17,1449.0,1650.6,-201.6,1566.0,1032.3,533.7,590.8,712.5,-121.7,,,,
5/6/17,1449.6,1651.3,-201.6,1568.3,1037.9,530.4,591.0,708.6,-117.6,,,,
6/6/17,1451.2,1652.4,-201.2,1564.1,1033.6,530.5,591.0,702.0,-111.0,,,,
7/6/17,1452.3,1653.3,-201.0,1557.9,1026.4,531.5,591.5,693.7,-102.3,,,,
8/6/17,1454.1,1653.8,-199.7,1551.7,1021.0,530.7,590.6,689.1,-98.5,,,,
9/6/17,1455.2,1652.6,-197.4,1545.8,1015.9,530.0,589.6,687.3,-97.6,,,,
10/6/17,1456.5,1652.2,-195.6,1540.6,1015.4,525.2,588.2,683.1,-95.0,,,,
11/6/17,1459.3,1652.4,-193.2,1535.4,1018.5,516.9,588.2,677.0,-88.8,,,,
12/6/17,1460.6,1656.2,-195.6,1534.1,1021.0,513.1,588.5,672.6,-84.2,,,,
13/6/17,1461.6,1656.3,-194.7,1532.4,1021.0,511.4,586.5,665.1,-78.6,,,,
14/6/17,1464.4,1655.8,-191.4,1530.9,1024.0,506.8,584.4,660.4,-76.0,,,,
15/6/17,1466.0,1655.4,-189.4,1529.3,1024.3,505.0,582.3,653.5,-71.2,,,,
16/6/17,1466.8,1655.3,-188.5,1527.5,1024.3,503.2,581.8,648.1,-66.3,,,,
17/6/17,1467.3,1654.4,-187.1,1525.7,1022.1,503.7,580.3,642.7,-62.4,,,,
18/6/17,1467.7,1655.0,-187.3,1525.6,1018.3,507.2,579.4,637.9,-58.5,,,,
19/6/17,1466.9,1655.1,-188.1,1527.0,1015.9,511.1,578.8,633.7,-54.9,,,,
20/6/17,1468.1,1654.7,-186.6,1528.5,1015.4,513.1,578.3,628.8,-50.5,,,,
21/6/17,1469.1,1655.4,-186.3,1531.6,1014.9,516.7,577.0,623.7,-46.7,,,,
22/6/17,1471.0,1657.5,-186.5,1534.8,1016.7,518.1,574.9,618.4,-43.5,,,,
23/6/17,1472.0,1657.5,-185.5,1537.4,1020.2,517.3,574.1,613.4,-39.3,,,,
24/6/17,1473.5,1652.2,-178.7,1539.5,1025.2,514.3,572.6,608.8,-36.2,,,,
25/6/17,1473.3,1641.7,-168.4,1541.6,1031.3,510.2,571.3,606.6,-35.3,,,,
26/6/17,1472.8,1642.0,-169.2,1542.4,1033.4,509.0,571.0,605.7,-34.7,,,,
27/6/17,1473.2,1641.4,-168.3,1543.3,1031.1,512.2,571.1,605.1,-34.0,,,,
28/6/17,1473.7,1641.8,-168.1,1544.2,1027.3,517.0,570.7,604.5,-33.7,,,,
29/6/17,1474.0,1641.0,-167.0,1544.2,1024.8,519.4,570.8,606.8,-36.0,,,,
30/6/17,1473.6,1641.5,-167.9,1544.2,1021.5,522.7,570.9,609.0,-38.1,,,,
1/7/17,1476.1,1639.3,-163.3,1545.3,1020.7,524.6,570.8,612.2,-41.4,,,,
2/7/17,1476.7,1636.4,-159.7,1546.4,1023.0,523.4,570.2,614.2,-44.0,,,,
3/7/17,1477.9,1636.3,-158.3,1547.8,1026.4,521.4,569.0,615.1,-46.1,,,,
4/7/17,1478.4,1635.8,-157.4,1549.9,1025.4,524.5,567.7,617.5,-49.9,,,,
5/7/17,1479.3,1635.0,-155.7,1552.2,1023.0,529.3,567.3,618.4,-51.1,,,,
6/7/17,1479.6,1633.7,-154.1,1555.9,1023.3,532.6,567.0,622.4,-55.4,,,,
7/7/17,1479.7,1632.5,-152.9,1561.6,1024.8,536.8,566.3,625.2,-58.9,,,,
8/7/17,1480.2,1631.9,-151.7,1567.1,1030.9,536.2,567.0,627.4,-60.4,,,,
9/7/17,1480.1,1631.7,-151.6,1572.9,1036.5,536.4,567.8,628.8,-61.0,,,,
10/7/17,1480.2,1631.1,-150.8,1578.1,1038.4,539.7,569.1,630.3,-61.2,,,,
11/7/17,1480.1,1631.0,-150.9,1582.9,1037.5,545.4,568.9,634.4,-65.5,,,,
12/7/17,1479.3,1630.1,-150.8,1587.2,1033.8,553.4,568.3,637.6,-69.3,,,,
13/7/17,1478.8,1630.1,-151.3,1592.1,1031.7,560.4,567.9,640.3,-72.4,,,,
14/7/17,1478.6,1625.9,-147.3,1597.0,1032.3,564.7,567.8,642.5,-74.7,,,,
15/7/17,1478.7,1626.6,-148.0,1602.8,1038.0,564.7,567.5,645.8,-78.3,,,,
16/7/17,1478.6,1626.9,-148.3,1607.5,1041.8,565.6,567.4,648.8,-81.5,,,,
17/7/17,1478.5,1626.5,-148.1,1611.5,1042.2,569.3,568.2,652.6,-84.3,,,,
18/7/17,1478.3,1625.2,-146.9,1614.9,1041.8,573.1,566.9,653.7,-86.9,,,,
19/7/17,1479.9,1624.3,-144.4,1616.9,1040.7,576.3,565.2,648.3,-83.1,,,,
20/7/17,1479.3,1624.9,-145.5,1618.2,1043.2,574.9,563.6,641.3,-77.8,,,,
21/7/17,1479.3,1625.2,-145.9,1617.4,1040.7,576.7,563.5,644.3,-80.9,,,,
22/7/17,1478.2,1624.9,-146.7,1614.4,1036.4,578.0,563.5,647.5,-84.0,,,,
23/7/17,1478.2,1624.9,-146.7,1613.3,1030.1,583.3,561.9,650.3,-88.4,,,,
24/7/17,1477.6,1629.9,-152.3,1612.4,1022.7,589.7,563.1,654.1,-91.0,,,,
25/7/17,1478.3,1640.1,-161.8,1611.8,1011.6,600.2,564.2,657.3,-93.1,,,,
26/7/17,1479.1,1639.5,-160.4,1607.7,1000.8,606.9,564.4,660.0,-95.6,,,,
27/7/17,1478.7,1638.8,-160.2,1606.9,993.1,613.8,564.2,660.1,-95.9,,,,
28/7/17,1478.6,1637.6,-159.0,1606.0,988.6,617.4,564.1,663.4,-99.2,,,,
29/7/17,1478.3,1635.9,-157.6,1606.2,985.8,620.4,563.9,666.5,-102.6,,,,
30/7/17,1478.6,1631.8,-153.2,1606.0,983.8,622.2,563.7,671.3,-107.6,,,,
31/7/17,1477.4,1633.7,-156.3,1605.9,981.4,624.4,563.6,674.7,-111.1,,,,
1/8/17,1476.4,1635.6,-159.2,1605.4,978.2,627.2,562.1,673.7,-111.6,,,,
2/8/17,1474.7,1633.5,-158.8,1604.4,973.6,630.8,560.0,675.7,-115.7,,,,
3/8/17,1471.4,1629.1,-157.7,1586.7,948.6,638.1,558.3,677.3,-118.9,,,,
4/8/17,1468.1,1625.7,-157.5,1570.2,934.3,635.9,556.5,678.4,-121.9,,,,
5/8/17,1464.9,1623.5,-158.6,1569.5,929.6,639.9,554.7,678.2,-123.5,,,,
